('16', '10G-EPON')
('28401', 'Parallel Constraint Satisfaction Processes')
('28405', 'Parallel Peripheral Interface')
('28408', 'Parallel Redundancy Protocol')
('28411', 'Parallel algorithm')
('28414', 'Parallel computing')
('28416', 'Parallel manipulator')
('28433', 'Parameter identification problem')
('28448', 'Parasitic gap')
('28484', 'Parrot intermediate representation')
('28485', 'Parrot virtual machine')
('28525', 'Participatory modeling')
('28538', 'Partition problem')
('28560', 'Passive attack')
('28575', 'Password')
('28582', 'Password cracking')
('28589', 'Password psychology')
('28591', 'Password synchronization')
('28596', 'Patch Tuesday')
('28598', 'Patch panel')
('28614', 'Path tracing')
('28651', 'Patton Design, Inc.')
('28664', 'Paul H. Cress')
('28671', 'Paul Justin Compton')
('28684', 'Paul Werbos')
('28685', 'Paul Ziff')
('28690', 'Paver (vehicle)')
('28692', 'Pawn (programming language)')
('28698', 'Payload (software)')
('28699', 'Payload abstraction')
('28705', 'Peace gaming')
('28711', 'PeakStream')
('28731', 'Peer-to-peer web hosting')
('28750', 'Pelmanism (system)')
('28751', 'Peloton (super computer)')
('28755', 'PenTile matrix family')
('28757', 'Pencil milling')
('28765', 'Penrose diagram')
('28775', 'PeopleBrowsr')
('28778', 'People For Internet Responsibility')
('28787', 'Percent difference')
('28792', 'Perceptual Computing')
('28796', 'Percolation theory')
('28799', 'Perfect Dark (P2P)')
('28815', 'Performance-based logistics')
('28831', 'Periodic function')
('28853', 'Perl Shell')
('28862', 'Permanent')
('28866', 'Permissive free software licence')
('28875', 'Perpendicular')
('28882', 'Perry R. Cook')
('28886', 'Persian studies')
('28888', 'Persistence of a number')
('28893', 'Person-to-person lending')
('28894', 'Personal Finance Society')
('28900', 'Personal Learning Networks')
('28902', 'Personal Printer Data Stream')
('28909', 'Personal computer hardware')
('28931', 'Persuasive writing')
('28935', 'Peruvian Spider Monkey')
('28945', 'Petascale')
('28962', 'Peter Elias')
('28964', 'Peter Flach')
('28972', 'Peter H. Salus')
('28975', 'Peter J. Bentley')
('28989', 'Peter Norvig')
('29007', 'Petname')
('29013', 'Petriscript')
('29025', 'Pg (Unix)')
('29033', 'Phantom automation language')
('29048', 'Phase detector')
('29049', 'Phase diagram')
('29061', 'Phenomenology (philosophy)')
('29075', 'Philip Wadler')
('29085', 'Phillip Colella')
('29087', 'Philosophical interpretation of classical physics')
('29091', 'Philosophy-Neurology-Psychology (PNP)')
('29105', 'Phobot')
('29109', 'Phoenix Engine')
('29128', 'Phosida')
('29143', 'Photochemical logic gate')
('29146', 'Photogenics')
('29153', 'Photon Paint')
('29170', 'Phreaking')
('29177', 'PhyloXML')
('29212', 'Physiological interaction')
('29219', 'Pi calculus')
('29224', 'Pick operating system')
('29229', 'PicoChip')
('29232', 'Picolisp')
('29235', 'Picower Institute for Learning and Memory')
('29242', 'Picture Processing Unit')
('29249', 'Pie in the Sky (game engine)')
('29259', 'Piet Beertema')
('29268', 'Pilot-link')
('29271', 'Pimp My Search')
('29274', 'Ping')
('29285', 'Pinnacle Systems')
('29294', 'Pipe bursting')
('29299', 'Pipeline programming')
('29318', 'Pivot element')
('29319', 'Pivot table')
('29322', 'PixelLight')
('29333', 'Pixlet')
('29347', 'Plain Old Java Object')
('29357', 'Planar (computer graphics)')
('29377', 'Planning')
('29382', 'PlantCollections')
('29396', 'Plate notation')
('29422', 'Play bus')
('29444', 'Plugboard')
('29446', 'Pluggable look and feel')
('29465', 'Pnuts')
('29470', 'Pocket LOOX')
('29498', 'Pointcheval-Stern signature algorithm')
('29505', 'Pointing device')
('29528', 'Policy Simulation Model')
('29535', 'Political forecasting')
('29549', 'Polychotomous key')
('29552', 'Polyfuse')
('29557', 'Polygon triangulation')
('29558', 'Polygonal modeling')
('29559', 'Polygonizer')
('29564', 'Polylogarithmic')
('29574', 'Polynomial-time algorithm for approximating the volume of convex bodies')
('29579', 'Polynomial arithmetic')
('29608', 'Pop-up ad')
('29611', 'Popcorn ceiling')
('29623', 'PortAudio')
('29624', 'PortMidi')
('29625', 'PortMusic')
('29636', 'Portable Application Description')
('29638', 'Portable Computer and Communications Association')
('29641', 'Portable Distributed Objects')
('29642', 'Portable Document Format')
('29645', 'Portable Forth Environment')
('29651', 'Portable computer')
('29678', 'Positron emission tomography')
('29685', 'Postscript')
('29687', 'Post correspondence problem')
('29691', 'Postcondition')
('29711', 'Potentially visible set')
('29740', 'PowerPC e500')
('29750', 'Power A5000')
('29788', 'Pragmatic web')
('29795', 'Pre-emphasis network')
('29799', 'PreAct')
('29804', 'Precision Graphics Markup Language')
('29818', 'Predicate (grammar)')
('29820', 'Predicate logic')
('29824', 'Predicative verb')
('29827', 'Prediction Suffix Tree')
('29850', 'Prefix code')
('29852', 'Prefix header')
('29862', 'Preload (software)')
('29867', 'Prenex normal form')
('29874', 'Preprocessor')
('29891', 'Prestressed structure')
('29904', 'Prex')
('29905', 'Price ceiling')
('29906', 'Price floor')
('29915', 'Primary clustering')
('29924', 'Primefree sequence')
('29929', 'Primitive data type')
('29934', 'Primon gas')
('29935', 'Primou')
('29945', 'Principal type')
('29950', 'Principle of compositionality')
('29952', 'Principle of distributivity')
('29959', 'Principle of rationality')
('29965', 'Print screen')
('29973', 'Printf')
('29994', 'Private Network-to-Network Interface')
('29997', 'Private class data pattern')
('30000', 'Privilege (computing)')
('30008', 'Privileged password management')
('30018', 'ProActive')
('30046', 'Probabilistic method')
('30049', 'Probabilistically checkable proof')
('30057', 'Problem-based learning')
('30076', 'Process-based management')
('30090', 'Process Supervision')
('30092', 'Process and Reality')
('30097', 'Process capability index')
('30101', 'Process decision program chart')
('30119', 'Process optimization')
('30127', 'Process tomography')
('30141', 'Procrustes analysis')
('30165', 'Professional File System')
('30179', 'Prognostics')
('30189', 'Program comprehension')
('30202', 'Programmable Interrupt Controller')
('30204', 'Programmable Universal Machine for Assembly')
('30208', 'Programmed Data Processor')
('30211', 'Programmer art')
('30212', 'Programming Development Manager')
('30216', 'Programming by demonstration')
('30218', 'Programming by permutation')
('30228', 'Programming language reference')
('30235', 'Programming the Universe')
('30237', 'Prograph')
('30252', 'Project Gutenberg')
('30265', 'Project RESISTANCE')
('30281', 'Prolative case')
('30287', 'Prometheus Rising')
('30302', 'Proof of impossibility')
('30308', 'Proofs involving ordinary least squares')
('30312', 'Propagation delay')
('30323', 'Properties of polynomial roots')
('30379', 'Protocol implementation conformance statement')
('30380', 'Protocol overhead')
('30381', 'Protocol stack')
('30382', 'Protomap (proteomics)')
('30386', 'Prototype Verification System')
('30402', 'Proximative case')
('30409', 'Proxy pattern')
('30416', 'Pruning (decision trees)')
('30418', 'Prussian semaphore system')
('30431', 'Pseudo bit error ratio')
('30435', 'Pseudoforest')
('30438', 'Pseudolocalization')
('30439', 'Pseudonormal space')
('30443', 'Pseudopotential')
('30458', 'Psion Wavefinder')
('30471', 'Psychological nativism')
('30472', 'Psychological nominalism')
('30491', 'Ptx (Unix)')
('30493', 'PubChem')
('30499', 'Public Key Name Service')
('30506', 'Public computer')
('30514', 'Public transport timetable')
('30527', 'Pulse-Doppler radar')
('30545', 'Punchscan')
('30559', 'PureXML')
('30569', 'Purification theorem')
('30577', 'Pushd and popd')
('30578', 'Pushdown automaton')
('30584', 'Puzzle')
('30598', 'Pydoc')
('30605', 'Python')
('30616', 'Python Software Foundation License')
('30630', 'Q-Vandermonde identity')
('30638', 'QBasic')
('30639', 'QCDOC')
('30652', 'QM (UML tool)')
('30660', 'QRIO')
('30661', 'QR algorithm')
('30662', 'QR decomposition')
('30667', 'QTI')
('30675', 'QWikiOffice')
('30681', 'Qapacity')
('30703', 'QuRiNet')
('30705', 'Quad-edge')
('30707', 'Quad Quandary')
('30716', 'Quadratic residue code')
('30720', 'Quadratically constrained quadratic program')
('30725', 'Quadruple precision floating-point format')
('30740', 'Quality Control System QCS for paper, board and tissue machines')
('30742', 'Quality Management Framework (QMF)')
('30755', 'Quantemol')
('30762', 'Quantitative analyst')
('30766', 'Quantitative structure-activity relationship')
('30775', 'Quantum LC circuit')
('30776', 'Quantum Markov chain')
('30778', 'Quantum Turing machine')
('30788', 'Quantum circuit')
('30790', 'Quantum cloning')
('30792', 'Quantum complexity theory')
('30793', 'Quantum computer')
('30801', 'Quantum error correction')
('30802', 'Quantum fingerprinting')
('30809', 'Quantum key distribution')
('30820', 'Quantum phase estimation algorithm')
('30823', 'Quantum pseudo-telepathy')
('30830', 'Quantum suicide and immortality')
('30862', 'Quasiperiodic motion')
('30879', 'Query optimization')
('30882', 'Query throughput')
('30886', 'Question answering')
('30890', 'Queue machine')
('30918', 'Quine (computing)')
('30919', 'Quora')
('30922', 'Quotient of subspace theorem')
('30923', 'Quotient space')
('30933', 'R-SMLT')
('30938', 'R. C. T. Lee')
('30940', 'R. Kent Dybvig')
('30941', 'R. Tyrrell Rockafellar')
('30951', 'RAISE')
('30953', 'RAM Image')
('30960', 'RAPTOR (software)')
('30978', 'RDF query language')
('30979', 'RDOS')
('31007', 'RHPPC')
('31021', 'RLDRAM')
('31023', 'RM-ODP')
('31029', 'RNA Ontology Consortium')
('31031', 'RNS System')
('31034', 'ROHR2 (analysis software)')
('31035', 'ROLAP')
('31050', 'RSA/Intuative')
('31056', 'RSSOwl')
('31060', 'RS Media')
('31074', 'RTML')
('31079', 'RUCAPS')
('31090', 'RabbitMQ')
('31093', 'Rabin cryptosystem')
('31098', 'Race condition')
('31099', 'Racetrack memory')
('31101', 'Rack unit')
('31113', 'Radeon R200')
('31124', 'Radial tree')
('31125', 'Radiative transfer equation and diffusion theory for photon transport in biological tissue')
('31130', 'Radio-controlled helicopter')
('31144', 'Radiographic testing')
('31148', 'Radionuclide angiography')
('31150', 'Radiosity (3D computer graphics)')
('31164', 'Raghu Ramakrishnan')
('31171', 'Raimund Seidel')
('31178', 'Raj Jain')
('31190', 'Ralph Guggenheim')
('31195', 'Ramanujan summation')
('31196', 'Rambus')
('31197', 'Rambutan (cryptography)')
('31213', 'Randal L. Schwartz')
('31222', 'Random early detection')
('31231', 'Random number generator attack')
('31243', 'Random stimulus')
('31250', 'Randomized Hough Transform')
('31267', 'Range criterion')
('31273', 'Range tree')
('31275', 'Rank (J programming language)')
('31277', 'Rank of a group')
('31280', 'Raph Levien')
('31291', 'Rapid prototyping')
('31296', 'Rare Book Room')
('31305', 'Rasterisation')
('31327', 'Rational ignorance')
('31339', 'Ravindra K. Ahuja')
('31344', 'Rawstudio')
('31368', 'Razorback2')
('31375', 'ReDoS')
('31403', 'Reading (computer)')
('31417', 'Real-time clock alarm')
('31423', 'Real-time locating standards')
('31438', 'Real computation')
('31464', 'Reasons and Persons')
('31471', 'Rebecca Grinter')
('31483', 'Reciprocal difference')
('31489', 'Recognition failure of recallable words')
('31493', 'Recombination detection program')
('31496', 'Reconfigurable computing')
('31497', 'Reconfigurable datapath array')
('31507', 'Record linkage')
('31517', 'Recreational mathematics')
('31526', 'Recursion')
('31528', 'Recursion termination')
('31543', 'Recursive set')
('31555', 'RedShift (planetarium software)')
('31567', 'Redalyc')
('31578', 'Reduced cost')
('31583', 'Reduction (complexity)')
('31586', 'Reduction of summands')
('31588', 'Redundancy (engineering)')
('31608', 'Refense Technologies')
('31648', 'RegTransBase')
('31653', 'Regina (program)')
('31660', 'Regional lockout')
('31664', 'Register window')
('31670', 'Regression analysis')
('31675', 'Regression toward the mean')
('31676', 'Regsvr32')
('31684', 'Regular language')
('31690', 'Regular verb')
('31693', 'Regulator (automatic control)')
('31698', 'Rei Toei')
('31708', 'Reinventing the wheel')
('31710', 'ReiserFS')
('31711', 'Rejection sampling')
('31726', 'Relational grammar')
('31732', 'Relationship extraction')
('31734', 'Relative Record Data Set')
('31742', 'Relay attack')
('31750', 'Relevance vector machine')
('31770', 'Remorse ASCII')
('31775', 'Remote Data Objects')
('31781', 'Remote Terminal Unit')
('31784', 'Remote computer')
('31794', 'Remote manipulator')
('31810', 'RenderMan Interface Specification')
('31813', 'Render Output unit')
('31821', 'Rendezvous (Plan 9)')
('31829', 'Renque')
('31832', 'Repeated game')
('31834', 'Repetition blindness')
('31838', 'Replay system')
('31847', 'Report Definition Language')
('31854', 'Representation (systemics)')
('31857', 'Representational theory of mind')
('31871', 'Requirements management')
('31873', 'Resampling')
('31874', 'Resampling (audio)')
('31878', 'Rescue robot')
('31890', 'Reservation stations')
('31906', 'Residual sum of squares')
('31910', 'Resilient Packet Ring')
('31911', 'Resistance Database Initiative')
('31938', 'Resourcesat-2')
('31948', 'Result set')
('31957', 'Retina Vulnerability Assessment Scanner')
('31963', 'Retro Review')
('31975', 'Revere, Inc.')
('31996', 'Revision control')
('31997', 'Revit')
('31998', 'Revocation list')
('32000', 'Revolution3D')
('32016', 'Rhetorical modes')
('32022', 'Rhizome (philosophy)')
('32023', 'Rho calculus')
('32024', 'Rhyme')
('32027', 'Riad Higazy')
('32030', 'Rialto Toolkit')
('32031', 'Ribbon diagram')
('32046', 'Richard Bornat')
('32048', 'Richard Crandall')
('32064', 'Richard M. Karp')
('32069', 'Richard P. Gabriel')
('32074', 'Richard Smalley')
('32092', 'Rico Malvar')
('32108', 'Rigid origami')
('32112', 'Rinda (Ruby programming language)')
('32147', 'Ro-Busters')
('32160', 'Rob S. Miles')
('32161', 'Rob Savoye')
('32168', 'Robert Adamson (software pioneer)')
('32173', 'Robert Bruce Findler')
('32189', 'Robert Floyd')
('32190', 'Robert Fourer')
('32193', 'Robert Goldman (inventor)')
('32209', 'Robert M. Gray')
('32210', 'Robert Madge')
('32234', 'Robin M. Williams')
('32252', 'Robo Machine')
('32257', 'Robochrist Industries')
('32259', 'Robocrane')
('32260', 'Robocup Rescue Simulation')
('32266', 'Robomaxx')
('32268', 'Robonexus')
('32272', 'Roboraptor')
('32283', 'RobotWar')
('32285', 'Robot Anti-Terror Squad')
('32293', 'Robot Hall of Fame')
('32296', 'Robot calibration')
('32302', 'Robot fetishism')
('32306', 'Robot learning')
('32313', 'Robotic arm')
('32315', 'Robotic book scanner')
('32320', 'Robotic telescope')
('32321', 'Robotic vacuum cleaner')
('32326', 'Robotics Certification Standards Alliance')
('32332', 'Robotix (competition)')
('32347', 'Rock-paper-scissors')
('32358', 'Rockford Lhotka')
('32366', 'Rodin tool')
('32367', 'Rodnay Zaks')
('32368', 'Rodney Brooks')
('32369', 'Rodovid')
('32380', 'Roger W. Brockett')
('32384', 'Rogue system')
('32389', 'Roland Trimen')
('32391', 'Role-based access control')
('32399', 'RollBack Rx')
('32400', 'Rollback (data management)')
('32408', 'Roman Phonetic Alphabet for English')
('32415', 'Ron Kimmel')
('32429', 'Ronaldo Lemos')
('32431', 'Roof construction')
('32448', 'Rootkit')
('32453', 'RosAsm')
('32464', 'Ross J. Anderson')
('32471', 'Rotating calipers')
('32501', 'Routing control plane')
('32508', 'Rovio (robot)')
('32509', 'Row-major order')
('32512', 'Row and column spaces')
('32523', 'Royal Meteorological Society')
('32529', 'Rpath (linking)')
('32530', 'Rpmsg')
('32531', 'Rprop')
('32538', 'Rubber duck debugging')
('32540', 'Rubberhose (file system)')
('32545', 'RubyCocoa')
('32550', 'RubyMine')
('32551', 'RubySpec')
('32584', 'RunCore')
('32585', 'RunGEM')
('32596', 'Runas')
('32598', 'Runet Prize')
('32618', 'Russian National Corpus')
('32623', 'Rustic capitals')
('32635', 'Ryo Kawasaki')
('32641', 'S-PLUS')
('32642', 'S-TEC Corporation')
('32646', 'S. D. Shibulal')
('32662', 'S3 Texture Compression')
('32680', 'SAINT (software)')
('32681', 'SAIV')
('32689', 'SAM card')
('32694', 'SAPO (computer)')
('32715', 'SCARA')
('32718', 'SCO-Linux controversies')
('32723', 'SCR-784')
('32742', 'SECIOP')
('32747', 'SEER-SEM')
('32756', 'SEX (computing)')
('32762', 'SGI Dogfight')
('32764', 'SGI VPro')
('32766', 'SHA-1')
('32767', 'SHA-2')
('32771', 'SHINE (software)')
('32777', 'SHSH blob')
('32787', 'SIGBUS')
('32796', 'SIGCUM')
('32798', 'SIGEMT')
('32808', 'SIGMDSE')
('32810', 'SIGMO')
('32830', 'SIGTTIN')
('32833', 'SIGUNUSED')
('32846', 'SIMPLE algorithm')
('32868', 'SL (complexity)')
('32869', 'SM-1420')
('32872', 'SMA*')
('32889', 'SMX (computer language)')
('32891', 'SM EVM')
('32913', 'SOCKS')
('32935', 'SPICE')
('32946', 'SPOJ')
('32976', 'SQL Server Management Studio')
('33009', 'ST200 family')
('33012', 'STARAN')
('33018', 'STD Wizard')
('33022', 'STEbus')
('33027', 'STONITH')
('33044', 'SUDAAN')
('33049', 'SUNMOS')
('33077', 'SYN flood')
('33088', 'Sabily')
('33091', 'SabreTalk')
('33111', 'Safety engineer')
('33114', 'Safety life cycle')
('33124', 'Sales process engineering')
('33130', 'Salto (software)')
('33131', 'Salute Picture')
('33135', 'Sam Altman')
('33162', 'Samuel J Leffler')
('33183', 'Santiago Theory of Cognition')
('33206', 'Satellite Emergency Notification Device')
('33208', 'Satisfiability Modulo Theories')
('33217', 'SaveFace')
('33229', 'Scala (programming language)')
('33233', 'Scalable Link Interface')
('33259', 'Scannerless Boolean Parser')
('33287', 'Schedule (workplace)')
('33289', 'Scheduled-task pattern')
('33291', 'Scheduler pattern')
('33294', 'Scheduling algorithm')
('33305', 'Schizochiton')
('33312', 'Schnorr signature')
('33313', 'Scholarly Electronic Text and Image Service')
('33328', 'SciNet Consortium')
('33329', 'SciPlore MindMapping')
('33331', 'SciTech SNAP')
('33344', 'Science In Society')
('33354', 'Science journalism')
('33357', 'Sciencenet')
('33362', 'Scientific Computing and Imaging Institute')
('33373', 'Scientific literature')
('33377', 'Scientific visualization')
('33404', 'Scott Buchanan')
('33420', 'Scottish Corpus of Texts and Speech')
('33421', 'Scour')
('33439', 'Screenless')
('33441', 'Screenshot')
('33447', 'ScriptBasic')
('33449', 'Script (Unix)')
('33450', 'Script doctor')
('33454', 'Scripting language')
('33456', 'Scripts (artificial intelligence)')
('33458', 'Scroll wheel')
('33460', 'Scrum (development)')
('33471', 'SeaPerch')
('33491', 'Seal of Milwaukee, Wisconsin')
('33494', 'Seal of New York City')
('33495', 'Seal of Northampton County, Virginia')
('33497', 'Seal of Portland, Oregon')
('33512', 'Seal of the Vice President of the Philippines')
('33515', 'Seal sculpture')
('33525', 'Search-oriented architecture')
('33530', 'Search engine (computing)')
('33534', 'Search suggest drop-down list')
('33552', 'Second language writing')
('33558', 'Secondary source')
('33575', 'Secunia')
('33582', 'SecureLog')
('33586', 'Secure Computing')
('33599', 'Secure Shell')
('33608', 'Secure coding')
('33614', 'Secure file transfer program')
('33635', 'Security Assertion Markup Language')
('33638', 'Security Identifier')
('33639', 'Security Operations Center')
('33643', 'Security Support Provider Interface')
('33649', 'Security architecture')
('33656', 'Security descriptor')
('33668', 'Security operations center (computing)')
('33676', 'Security store')
('33705', 'Seismic attribute')
('33712', 'Selectable Output Control')
('33720', 'Selective file dumper')
('33721', 'Selectron tube')
('33727', 'Self-avoiding walk')
('33731', 'Self-concept')
('33742', 'Self-handicapping')
('33743', 'Self-hosting')
('33758', 'Self-schema')
('33767', 'Self (programming language)')
('33769', 'Self service software')
('33773', 'Selmer Bringsjord')
('33779', 'Semantic Grid')
('33813', 'Semantic interpretation')
('33817', 'Semantic matching')
('33824', 'Semantic publishing')
('33825', 'Semantic reasoner')
('33829', 'Semantic security')
('33833', 'Semantic technology')
('33852', 'Semelfactive')
('33853', 'Sememe')
('33860', 'Semi-structured data')
('33868', 'Semiconductor memory')
('33869', 'Semidefinite embedding')
('33872', 'Semigroup action')
('33873', 'Semigroup with two elements')
('33876', 'Semiparametric regression')
('33884', 'Sender Policy Framework')
('33886', 'Sendfile')
('33913', 'Sentinel node')
('33920', 'Separable states')
('33922', 'Separated sets')
('33945', 'Sequent calculus')
('33950', 'Sequential coupling')
('33960', 'Serenity Code Coverage')
('33966', 'Sergey Brin')
('33979', 'Serial presence detect')
('33990', 'Series and parallel circuits')
('34007', 'Server Side Includes')
('34011', 'Server hog')
('34021', 'Service-oriented modeling')
('34025', 'Service Data Objects')
('34028', 'Service Management Facility')
('34030', 'Service Science, Management and Engineering')
('34042', 'Servo, subsumption, and symbolic architecture')
('34050', 'Session hijacking')
('34052', 'Session poisoning')
('34064', 'Set packing')
('34065', 'Set partitioning in hierarchical trees')
('34076', 'Setting (fiction)')
('34077', 'Setuid')
('34082', 'Seymour Cray Computer Engineering Award')
('34086', 'SgBEAT')
('34101', 'Shadow')
('34143', 'Shape table')
('34151', 'ShareOffice')
('34152', 'ShareThis')
('34161', 'Shareware')
('34174', 'Sharp Zaurus')
('34186', 'SheerVideo')
('34211', 'Shibboleth')
('34260', 'Shortcut')
('34266', 'Shortest remaining time')
('34276', 'Shred (Unix)')
('34289', 'Shusaku number')
('34291', 'Shutdown (computing)')
('34305', 'Siamese method')
('34311', 'SideKick')
('34312', 'SideStripe')
('34331', 'SigmaPlot')
('34336', 'Sigma approximation')
('34338', 'Sigmaquad')
('34342', 'Sign extension')
('34347', 'Signal (electronics)')
('34356', 'Signals intelligence operational platforms by nation')
('34373', 'Signorini problem')
('34376', 'Signwave')
('34389', 'Silicon Fen')
('34402', 'Silicon Valley of India')
('34408', 'SilverFast')
('34412', 'Silvio Meira')
('34433', 'Simon M. Kirby')
('34475', 'Simple rational approximation')
('34482', 'Simplified Instructional Computer')
('34500', 'Simulation Interoperability Standards Organization')
('34501', 'Simulation heuristic')
('34522', 'Single-instance storage')
('34533', 'Single machine scheduling')
('34536', 'Single precision floating-point format')
('34546', 'Singular value decomposition')
('34547', 'Singularitarianism')
('34549', 'Singularity Institute for Artificial Intelligence')
('34553', 'Sinusoidal model')
('34558', 'Siri (Software)')
('34559', 'Siri Personal Assistant')
('34561', 'Sirius visualization software')
('34564', 'SiteKey')
('34569', 'Sith (engine)')
('34570', 'Situated cognition')
('34583', 'Size function')
('34585', 'Size t')
('34614', 'Skypix')
('34622', 'Slate (programming language)')
('34623', 'Slater-type orbital')
('34627', 'Sleep (operating system)')
('34638', 'Slide attack')
('34643', 'SlimDX')
('34644', 'Sling Media')
('34650', 'Slony-I')
('34659', 'Slow-growing hierarchy')
('34660', 'Slow design')
('34669', 'Small Wonder (TV series)')
('34673', 'Small step semantics')
('34674', 'Small subgroup confinement attack')
('34677', 'Small world routing')
('34685', 'SmarThink')
('34700', 'Smart Display')
('34712', 'Smart client')
('34719', 'Smartbook')
('34723', 'Smarthome')
('34740', 'Smoothed-particle hydrodynamics')
('34751', 'Snake-arm robot')
('34768', 'Snippet (programming)')
('34797', 'Social Software Engineering')
('34802', 'Social blogging')
('34819', 'Social media and suicide')
('34823', 'Social network')
('34827', 'Social network change detection')
('34838', 'Social television')
('34841', 'Social unit')
('34842', 'Socialist millionaire')
('34855', 'Society of Hispanic Professional Engineers')
('34856', 'Society of Manufacturing Engineers')
('34859', 'Society of Operations Engineers')
('34860', 'Society of Petroleum Engineers')
('34864', 'Society of Tribologists and Lubrication Engineers')
('34870', 'Sociology of knowledge')
('34872', 'Sociotechnical systems')
('34893', 'Socratic questioning')
('34904', 'Soft computing')
('34905', 'Soft error')
('34908', 'Soft independent modelling of class analogies')
('34941', 'Software Industry Conference')
('34948', 'Software Requirements Specification')
('34957', 'Software archaeology')
('34963', 'Software assurance')
('34968', 'Software brittleness problem')
('34969', 'Software bug')
('34978', 'Software developer')
('34985', 'Software engine')
('34987', 'Software engineering')
('34993', 'Software evolution')
('34998', 'Software framework')
('35009', 'Software package (programming)')
('35011', 'Software patent debate')
('35017', 'Software project management')
('35048', 'Solar eclipse')
('35057', 'SolidDB')
('35079', 'Solver')
('35081', 'Soma File')
('35101', 'Sony Toshiba IBM Center of Competence for the Cell Processor')
('35102', 'Sony eVilla')
('35104', 'Sophia Bekele')
('35110', 'Sorenson Molecular Genealogy Foundation')
('35115', 'Sorting')
('35116', 'Sorting algorithm')
('35125', 'SoundEdit')
('35128', 'Sound Blaster AWE32')
('35143', 'Soup (Apple)')
('35152', 'Source (game engine)')
('35153', 'Source code')
('35155', 'Source code escrow')
('35160', 'Source transformation')
('35164', 'Sourceware Archive Group')
('35171', 'South Coast Air Quality Management District')
('35180', 'Space-based architecture')
('35184', 'SpaceWire')
('35193', 'Space partitioning')
('35197', 'Spacecraft Systems and Controls Lab')
('35203', 'Spaghetti code')
('35211', 'Spam Prevention Early Warning System')
('35215', 'Spanish Supercomputing Network')
('35230', 'Sparse language')
('35250', 'Spatial twist continuum')
('35253', 'Spatiotemporal database')
('35259', 'Speaker diarisation')
('35264', 'Special Interest Group')
('35265', 'Special Interest Group on Accessible Computing')
('35278', 'Specification (regression)')
('35289', 'Spectral flux')
('35291', 'Spectral method')
('35294', 'Spectral set')
('35295', 'Spectral signal-to-noise ratio')
('35333', 'Speed of light')
('35340', 'Spelling of disc')
('35349', 'Spiceworks')
('35354', 'SpiderOak')
('35373', 'Spinner (game)')
('35376', 'Spirit Parser Framework')
('35391', 'Split (Unix)')
('35392', 'Split (phylogenetics)')
('35393', 'Split Up (Decision Support System)')
('35398', 'Splitting circle method')
('35399', 'Splunk')
('35423', 'Sprinter (computer)')
('35430', 'Spry framework')
('35432', 'Spurious-free dynamic range')
('35433', 'Spurious trip level')
('35436', 'Sputnik (JavaScript conformance test)')
('35437', 'Sputnik (web browser)')
('35442', 'Spy Sweeper')
('35443', 'Spyce')
('35445', 'Spykee')
('35446', 'Spynot')
('35452', 'Squad Mission Support System')
('35461', 'Squib (weblog)')
('35468', 'Srivastava code')
('35469', 'Srizbi botnet')
('35472', 'Ssh-keygen')
('35482', 'St Thomas More RC College (Denton)')
('35488', 'Stable roommates problem')
('35490', 'Stacheldraht')
('35495', 'Stack Exchange Network')
('35496', 'Stack Light Rifle')
('35499', 'Stack machine')
('35504', 'Stackable switch')
('35508', 'Staden Package')
('35511', 'Stagecast Creator')
('35514', 'Stakkato')
('35516', 'Stamnodini')
('35518', 'Stamp seal')
('35534', 'Standard Model (cryptography)')
('35535', 'Standard Operating Environment')
('35542', 'Standard illuminant')
('35545', 'Standard score')
('35546', 'Standard streams')
('35552', 'Stanford Center for Internet and Society')
('35568', 'StarOffice Basic')
('35575', 'Star of David theorem')
('35579', 'Starbase')
('35590', 'Stars (shader effect)')
('35591', 'Stars and bars (probability)')
('35595', 'StatCVS')
('35601', 'State-dependent learning')
('35602', 'State-merging')
('35610', 'State machine replication')
('35612', 'State of the art')
('35621', 'Stateful firewall')
('35625', 'Statgraphics')
('35637', 'Static mesh')
('35645', 'Stationary set')
('35646', 'Stationary subspace analysis')
('35647', 'Stationary target indication')
('35651', 'Statistical assumption')
('35661', 'Statistical semantics')
('35663', 'Statistical significance')
('35672', 'Statsit')
('35674', 'Stavros Fasoulas')
('35677', 'Steam (software)')
('35679', 'Steamcon')
('35688', 'Stefan Burr')
('35705', 'Stemming')
('35706', 'Stencil (numerical analysis)')
('35720', 'Stephen Crow (game programmer)')
('35734', 'Stephen T. Cobb')
('35735', 'Stephen White (programmer)')
('35740', 'Stepping level')
('35748', 'Sternberg peer review controversy')
('35757', 'Steve Gibson (computer programmer)')
('35764', 'Steve McConnell')
('35765', 'Steve Nimmons')
('35770', 'Steve Russell')
('35776', 'Steve Wilhite')
('35794', 'Stewardship Cessation')
('35799', 'Stieltjes matrix')
('35805', 'Stiquito')
('35815', 'Stochastic hill climbing')
('35829', 'Stone duality')
('35854', 'Str8ts')
('35855', 'Strafunski')
('35868', 'StrataFlash')
('35878', 'Strawberry Prolog')
('35883', 'Stream X-Machine')
('35886', 'Stream processing')
('35896', 'Stress analysis')
('35902', 'Strict programming language')
('35930', 'Strong key')
('35933', 'Strong reference')
('35950', 'Structural complexity theory')
('35959', 'Structural type system')
('35960', 'Structure-Organization-Process')
('35961', 'Structure and Interpretation of Computer Programs')
('35962', 'Structure chart')
